Time,X,Y,Theta,Linear Velocity,Angular Velocity
7.999999744,-1.9073408842,-0.4999924004,4.60837874039206E-05,0.0750055909,2.70441887550987E-05
8.033000192,-1.9047125578,-0.4999922514,4.697032002716E-05,0.080005765,2.48931137321051E-05
8.066000128,-1.9020724297,-0.4999921322,4.77612133417499E-05,0.0800056309,2.91747510345886E-05
8.099000064,-1.8993521929,-0.4999919832,4.86334231698606E-05,0.0800056458,2.98676695820177E-05
8.132999936,-1.8967120647,-0.4999918342,4.94968690628077E-05,0.0800056532,3.03074593830388E-05
8.164999936,-1.8946217299,-0.4999916852,5.03969425548411E-05,0.0476644486,9.01558451005258E-06
8.200000256,-1.8929787874,-0.499991715,5.03375556450884E-05,0.0483345427,1.82787935045781E-05
8.233000192,-1.8908873796,-0.4999913871,5.23578480546033E-05,0.0775799751,3.51622002199292E-05
8.266000128,-1.8878307343,-0.4999911785,5.36646093670428E-05,0.1068316102,4.62228963442612E-05
8.3,-1.8840948343,-0.4999911189,5.40125403612846E-05,0.1100058779,3.6805184208788E-05
8.332999936,-1.8803114891,-0.4999909103,5.53473142573796E-05,0.1150060371,3.9775091863703E-05
8.365000448,-1.8763631582,-0.4999906719,5.67746278883628E-05,0.120006077,4.24064346589148E-05
8.399999744,-1.8722829819,-0.4999904335,5.82081006485985E-05,0.1200059429,4.78313995699864E-05
8.433000192,-1.8681695461,-0.4999901652,5.98129158012528E-05,0.1250061393,0.000046473
8.465999616,-1.8638911247,-0.499989897,6.14702854615059E-05,0.1300061792,4.9333153583575E-05
8.499999488,-1.8594710827,-0.4999896288,6.31462671156627E-05,0.1300060302,5.51321973034646E-05
8.532999936,-1.8551808596,-0.4999893606,6.48634163462557E-05,0.1300060451,5.67499337194022E-05
8.566000384,-1.8508907557,-0.4999890625,6.66284125161465E-05,0.13000606,5.81427084398456E-05
8.600000256,-1.8464705944,-0.4999887645,6.84754673511092E-05,0.13000606,5.68001705687493E-05
8.63299968,-1.8421804905,-0.4999884665,7.02597085267261E-05,0.13000606,5.67815404792782E-05
8.666000128,-1.8378903866,-0.4999881685,7.20434767628572E-05,0.13000606,5.67699171369895E-05
8.7,-1.8334702253,-0.4999878407,7.38808254219911E-05,0.13000606,5.67575407330878E-05
8.733000448,-1.8291800022,-0.4999875128,7.56637059872812E-05,0.13000606,5.67452480026986E-05
8.765999872,-1.8248898983,-0.499987185,7.74461354411852E-05,0.1300060451,5.67325769225135E-05
8.799999744,-1.8204697371,-0.4999868274,7.92820943861489E-05,0.1300060451,0.000056719
8.833000192,-1.8161796331,-0.4999864697,8.10635852372948E-05,0.1300060451,5.67053502891213E-05
8.865999616,-1.8118895292,-0.4999861121,8.28445958730626E-05,0.1300060451,5.66910784982611E-05
8.900000512,-1.807469368,-0.4999857247,0.000084679,0.1300060451,5.66757225897163E-05
8.932999936,-1.8031791449,-0.4999853671,0.000086459,0.1300060451,5.66601847822312E-05
8.966000384,-1.7988890409,-0.4999849796,8.82384506031576E-05,0.1300060302,0.000056644
9.000000256,-1.7944688797,-0.4999845922,9.00712372164466E-05,0.1300060302,5.66267481190152E-05
9.032000256,-1.7901787758,-0.4999842048,9.18495339078723E-05,0.1300060302,5.66094167879783E-05
9.06499968,-1.7858886719,-0.4999837875,9.36272776240199E-05,0.1300060302,5.65915725019295E-05
9.098999552,-1.7814685106,-0.4999833703,9.54582743437037E-05,0.1300060302,5.65727204957511E-05
9.133000448,-1.7771784067,-0.4999829531,9.72348102455263E-05,0.1300060302,0.000056554
9.165999872,-1.7728881836,-0.4999825358,9.90107422400882E-05,0.1300060302,0.000056535
9.19900032,-1.7684680223,-0.4999820888,0.0001008399,0.1300060302,5.65151058253832E-05
9.233000192,-1.7641779184,-0.4999816418,0.0001026146,0.1300060302,5.64955771551468E-05
9.265999616,-1.7598878145,-0.4999811947,0.0001043887,0.1300060302,5.64758738619275E-05
9.299000064,-1.7554676533,-0.4999807179,0.0001062159,0.1300060302,5.64573565497994E-05
