Time,Range,Bearing,Range,Bearing,Range,Bearing,Range,Bearing
42.7,2.9475783264,-5.3772492422,4.4245387854,-3.908034684,3.8412376224,-3.1635266351,1.4434343474,-0.7309369125
42.733001472,3.3056727468,-5.4300479045,nan,nan,3.74500487,-3.4014327138,1.7611173885,-0.8243682846
42.764999424,3.0910073864,-5.6062314448,4.3154594521,-4.1045166058,3.5865532535,-3.2790131954,1.1004025567,-0.7058756999
42.795997952,2.9090500646,-5.2370016713,nan,nan,3.6331445901,-3.3068424135,1.5564029777,-0.6934851854
42.833001216,2.8788959225,-5.6197653878,nan,nan,3.2491072547,-3.1386573253,1.4894708586,-0.8397492274
42.865998592,2.8929231626,-5.4849874603,nan,nan,3.7096457795,-3.2643203626,1.6132805176,-0.6604663271
42.899999488,3.6675370417,-5.5878334764,nan,nan,3.9858572485,-3.2813243894,2.1529408316,-0.8073149085
42.93300096,3.2128024677,-5.3290072613,nan,nan,4.0076111645,-3.4354077175,1.6010610691,-0.8004243958
42.965998336,3.571184324,-5.4635142314,nan,nan,3.6637850626,-3.2028490759,1.9380850209,-0.8371956704
43.00199808,3.3829727929,-5.4401350039,nan,nan,3.8213782764,-3.2637105691,0.9795290331,-0.9038397457
43.033000704,2.7017495906,-5.2634699699,nan,nan,4.3997448524,-3.2067878711,1.7237961422,-0.9172037129
43.06599808,3.1426404028,-5.3541396312,4.1366462023,-4.1581872347,3.6908460095,-3.2903349042,1.7826819244,-1.0505841568
43.099998976,2.8324254246,-5.6837993068,nan,nan,3.9623169962,-3.4258692173,1.3832266422,-0.8381419612
43.133000448,2.944883851,-5.6722888366,4.3314875443,-4.183712848,3.8590495627,-3.371187194,1.4313142507,-1.1001369436
43.16600192,3.0072328433,-5.5801106574,nan,nan,3.4634858284,-3.2271551975,1.364295232,-0.9608019003
43.19999872,2.9252203229,-5.4734368824,nan,nan,3.7330297147,-3.3247182722,1.4991689516,-0.859178603
43.233000192,3.1911367248,-5.4902623452,nan,nan,3.5047348568,-3.3895935274,1.8792112624,-1.0861752308
43.266001664,3.2490165931,-5.6110715619,nan,nan,3.9660081689,-3.1612955274,1.5057638969,-1.0837501882
43.29899904,3.1321487127,-5.4611198177,nan,nan,4.0728134597,-3.3481674771,1.2826070077,-1.1098570199
43.332999936,3.353800827,-5.521889636,nan,nan,3.5696020691,-3.2879522207,1.1119100202,-0.9874198371
43.365001984,2.9015082392,-5.6350649936,nan,nan,4.1430300087,-3.3055611199,1.7077584551,-0.9819641767
43.401001728,2.7956334736,-5.422726757,4.4414209821,-4.0563212115,4.189985972,-3.1633601735,1.0527747727,-0.911641824
43.43299968,2.8581635362,-5.7345343458,nan,nan,4.1720146804,-3.19703497,1.9807465252,-1.0993531157
43.466001152,3.3939669457,-5.5328835266,4.2745142015,-4.0774573174,3.6730320417,-3.3752786757,1.1005823513,-1.1741898889
43.500002048,2.7605802016,-5.4174873173,nan,nan,4.0117858383,-3.328146137,1.6363736015,-1.1708959206
43.532,3.2187404885,-5.3554435155,nan,nan,4.2383854275,-3.2698170136,1.5068422932,-1.0655465672
43.566000896,3.0250655384,-5.5656820662,nan,nan,3.7458365057,-3.2152276518,1.683846237,-0.9551434625
43.600001792,2.546053039,-5.5965670344,nan,nan,4.1480814964,-3.381105829,1.7789450925,-0.9308810649
43.632999168,3.2583750712,-5.6063655637,nan,nan,3.867246564,-3.3635557463,1.5752460868,-1.0690405452
43.66600064,2.0546554909,-5.5246099199,nan,nan,4.043563782,-3.4084392822,1.2276846016,-1.1615617405
43.700001536,2.645652784,-5.4492031486,4.3279609001,-4.2097611654,3.9005555618,-3.4513462428,1.5037725093,-1.048005383
43.733998336,3.4403994369,-5.6448330865,nan,nan,4.1333720198,-3.6138731904,1.4489616269,-1.0950608757
43.766000384,2.2371946032,-5.5557943257,nan,nan,4.0123595215,-3.3979538613,1.1732076071,-1.112947351
43.80000128,2.8964600313,-5.4316216162,nan,nan,4.1447203059,-3.5523993193,1.851224222,-1.1078674082
43.831999232,3.0463580417,-5.7200480085,nan,nan,4.1887073283,-3.3544251319,1.8603036777,-1.0740255658
43.866000128,2.7551017346,-5.4924005659,nan,nan,4.1704259829,-3.4178922154,1.1435943698,-1.2679917247
43.900001024,2.85533173,-5.5419568329,nan,nan,4.1315932387,-3.4132433547,1.9190391546,-1.2660477828
43.9329984,2.4423797017,-5.6097725133,nan,nan,3.5988056884,-3.4520255706,1.5283755909,-1.0567287072
43.965999872,2.9723101915,-5.7252415555,4.4824140562,-4.2498392398,4.4014869956,-3.4004039307,1.3471319977,-1.2169084727
44.000000768,2.2968075688,-5.475280608,nan,nan,4.1753250318,-3.464368429,1.6523328015,-1.0118396203
44.032998144,3.1396274407,-5.7262913633,nan,nan,4.1095514755,-3.390768123,1.2801372371,-1.2536775309
44.065999616,2.9170356505,-5.6382904577,nan,nan,4.1891083265,-3.1935894778,1.1693884213,-1.1788752626
44.100000512,3.6657538008,-5.5184811924,nan,nan,4.4207623765,-3.2635218547,1.1614029622,-1.2740948969
44.133001984,2.5867270607,-5.8098411254,nan,nan,nan,nan,1.4631499696,-1.064557068
44.16599936,2.334554773,-5.8038205361,nan,nan,4.3142344726,-3.4801635146,1.2519126367,-1.3383215932
44.200000256,2.6596332385,-5.7457522547,4.4931612381,-4.2313646391,4.1143462321,-3.5148012926,0.9702991778,-1.2147878597
44.233001728,2.5608318937,-5.5706966019,nan,nan,3.7246311191,-3.4389727953,1.6634071078,-1.3061538168
44.265999104,2.770365796,-5.5600459748,nan,nan,4.0772008174,-3.4590335021,1.451020057,-1.2851644402
44.3,2.3224811627,-5.6268477206,nan,nan,3.8885297699,-3.5310961385,1.2958785926,-1.2458819037
44.333001472,2.7017291322,-5.5934336309,nan,nan,nan,nan,1.0750060423,-1.17848753
44.365998848,2.7323579436,-5.7350565857,nan,nan,4.2761129159,-3.4410136572,1.6822536514,-1.3893765867
44.399999744,2.7700264909,-5.6645577769,nan,nan,4.003462073,-3.4463411413,0.9461600752,-1.0713520958
44.433001216,2.7687211132,-5.5244675451,nan,nan,3.5811532859,-3.5442573294,1.3397555276,-1.2543625437
44.465998592,2.7493052366,-5.5376329292,nan,nan,4.2017069418,-3.6543777604,1.0454757546,-1.0447901352
44.499999488,2.709042695,-5.6733762408,nan,nan,4.3435088135,-3.3158593437,1.770757543,-1.3355103228
44.53300096,2.4089332174,-5.5703003508,nan,nan,4.199340394,-3.3808112627,0.9458922275,-1.3176946964
44.564998912,2.6855097505,-5.3678767533,nan,nan,4.1780335649,-3.3334600674,0.9881933522,-1.3313830619
44.599999232,2.3035443922,-5.6473849431,nan,nan,4.3436658843,-3.6625855388,1.6062439223,-1.4383631967
44.633000704,2.927889425,-5.5649415446,nan,nan,nan,nan,1.5474561799,-1.2754006453
44.66599808,2.6332009397,-5.3960997177,nan,nan,3.8171447987,-3.5268357554,1.3655945464,-1.2504849316
44.699998976,2.7384300341,-5.8178924659,nan,nan,4.1304990621,-3.4872204226,1.7269674061,-1.3652099303
44.733000448,2.9017877212,-5.6735146119,nan,nan,nan,nan,1.1534703789,-1.437653397
44.76600192,2.9567465224,-5.6733095593,nan,nan,4.3070331523,-3.501170833,1.3685994365,-1.4233789561
44.79999872,2.4517606564,-5.5495315278,nan,nan,4.2789728052,-3.4259911659,1.1311730578,-1.3696973292
44.833000192,2.7673970411,-5.7023238135,nan,nan,4.285100021,-3.7750675645,1.3157832489,-1.5563260262
44.871998208,2.0555968956,-5.7487270415,nan,nan,3.9974429119,-3.549502268,1.0985422869,-1.3738021855
44.899998464,2.5640185083,-5.6390107047,nan,nan,4.2496643198,-3.3987567222,1.3190905951,-1.3266118024
44.932999936,2.4564319098,-5.8463268797,nan,nan,nan,nan,1.4619742963,-1.4595955943
44.966001408,2.6155676383,-5.6466745591,4.1332862856,-4.1691522013,3.9138180635,-3.5754853981,1.4859677394,-1.2483576313
44.998998784,2.7529260995,-5.7932050432,nan,nan,4.4916017335,-3.5592731649,0.7454551749,-1.3230754822
45.03299968,2.3940696299,-5.6133603598,nan,nan,nan,nan,1.2094920413,-1.4709403036
45.065001728,2.8087332266,-5.7582672696,nan,nan,4.2832167973,-3.6407221206,1.195981429,-1.6195097992
45.099997952,2.1487600821,-5.5464061985,nan,nan,4.3726444313,-3.5559123005,0.827817292,-1.5039588899
45.131000576,2.4785654513,-5.6462718665,nan,nan,4.059998645,-3.5758800173,1.0034970539,-1.5803689004
45.165001472,2.9458966304,-5.6657345892,nan,nan,4.4265702891,-3.5410123688,1.0074654295,-1.5134415709
45.200001792,2.6554243457,-5.6177871773,nan,nan,4.4193307829,-3.5384416563,1.5703956295,-1.6743067382
45.231999744,2.8118470572,-5.7257920274,nan,nan,nan,nan,1.082609661,-1.6859123265
45.267999488,3.2174338446,-5.6309516436,nan,nan,4.3998115124,-3.6441524937,1.5167557257,-1.6387383388
45.300001536,2.6711388786,-5.7078505913,nan,nan,4.3650163675,-3.4907298447,1.6267624541,-1.4511120137
45.332998912,2.6875760096,-5.4694586238,nan,nan,nan,nan,1.5162370006,-1.5510251039
45.3710016,2.5742818071,-5.7927476424,nan,nan,4.3115445685,-3.6784243386,1.5147086568,-1.6658610616
45.40000128,2.0177749337,-5.6921532745,nan,nan,nan,nan,1.1211218703,-1.6249279135
45.432998656,2.3641078796,-5.6184226478,nan,nan,4.0549145723,-3.5008162087,1.1865866514,-1.5971995036
45.466000128,2.9478090593,-5.5772211755,nan,nan,4.1715494122,-3.5251806757,1.6332020643,-1.6062893728
45.500001024,2.2765242878,-5.7208909861,nan,nan,3.8729694266,-3.44189057,0.8648418703,-1.5320776104
45.5329984,2.170151481,-5.8074619235,nan,nan,4.4499175144,-3.607148685,1.2350994534,-1.5214405317
45.565999872,3.0500817631,-5.6735280269,nan,nan,4.2756200262,-3.5289118304,1.2152349223,-1.6951330005
45.600000768,3.0092626979,-5.8772243171,nan,nan,3.9484004984,-3.6259760676,1.4561422775,-1.5821488061
45.632998144,1.9209361039,-5.8110799454,nan,nan,4.48453722,-3.4903949042,1.2620315381,-1.452474164
45.665999616,2.6615522589,-5.4458675856,nan,nan,4.4611610569,-3.365816739,1.4371794112,-1.6361426885
45.700000512,3.1526208249,-5.7013359907,nan,nan,3.9681754864,-3.5316459212,1.4379947798,-1.6305552938
45.733001984,2.4123668577,-5.4264670725,nan,nan,3.674398123,-3.5397745668,0.8979268015,-1.5492756511
45.76599936,2.121890553,-5.4523457838,nan,nan,nan,nan,1.4907199462,-1.5600521666
45.800000256,2.4712455459,-5.6678515617,nan,nan,4.4525821303,-3.5237948978,1.1010573828,-1.6247117896
45.833001728,2.7033950258,-5.6126932545,nan,nan,nan,nan,1.2224614731,-1.4575861261
45.865999104,2.7461971241,-5.670782229,nan,nan,nan,nan,1.7526132015,-1.555151202
45.9,2.7063478669,-5.3100894805,nan,nan,nan,nan,1.1568604325,-1.6495438688
45.933001472,2.6952757299,-5.5589140924,nan,nan,4.4273011165,-3.4420161688,1.3905078238,-1.6132926695
45.965998848,2.2409990892,-5.6524731426,nan,nan,nan,nan,1.273159367,-1.6432633829
45.998000896,2.462320316,-5.5958807669,nan,nan,4.0984667417,-3.5146971767,1.6687759687,-1.7719676806
46.033001216,2.4040412518,-5.6587457376,nan,nan,nan,nan,0.8242917164,-1.542714692
46.065998592,2.3152531191,-5.3668896011,nan,nan,nan,nan,1.443211595,-1.5776506906
46.099999488,2.4729121542,-5.452366718,4.2984592554,-4.2076331697,nan,nan,1.5162153525,-1.7030174289
46.13300096,2.3765448604,-5.5347535526,nan,nan,4.4112904235,-3.5207186888,0.9638957359,-1.6631077919
46.165998336,2.6217962047,-5.5141209793,nan,nan,nan,nan,1.4848179102,-1.728820688
46.199999232,2.1451858092,-5.6004051284,nan,nan,nan,nan,1.6720016789,-1.5761971348
46.233000704,2.4956324656,-5.7668630816,nan,nan,nan,nan,1.4945584833,-1.7240921974
46.264998656,2.3836763782,-5.6206712653,nan,nan,nan,nan,1.4636624201,-1.6144443139
46.299998976,2.2099868455,-5.6417446017,nan,nan,nan,nan,1.157566331,-1.7641118756
46.333000448,2.4782059456,-5.5964096073,nan,nan,nan,nan,1.6517276577,-1.9058031465
46.36600192,2.3196237341,-5.6092754936,nan,nan,4.4467380557,-3.5334999074,1.719418315,-1.6365727602
46.398999296,2.1377597737,-5.5336698064,nan,nan,4.3809450624,-3.501320254,1.2870632128,-1.7048924925
46.433000192,2.9297653751,-5.533447603,nan,nan,nan,nan,1.1923880974,-1.7468539678
46.466001664,2.2179713759,-5.6206892519,nan,nan,4.3372239518,-3.6672908468,1.5234160725,-1.7893553048
46.499998464,2.6218593519,-5.6985102076,nan,nan,nan,nan,0.8587718746,-1.8542533525
46.532999936,2.1959352423,-5.9045803824,nan,nan,nan,nan,1.656329469,-1.8633421018
46.566001408,2.3940485837,-5.5773461102,nan,nan,nan,nan,1.812214388,-1.8769156119
46.599998208,1.8455807458,-5.671067662,nan,nan,nan,nan,1.3071296268,-1.766899326
46.63299968,2.7053181522,-5.6211855248,nan,nan,nan,nan,1.4068298247,-1.9894183777
46.666001152,2.3973259006,-5.6102963933,nan,nan,4.2860031628,-3.5051944573,0.8887492055,-2.1003635068
46.700002048,2.6812720998,-5.6197967843,nan,nan,4.0315305963,-3.7516924393,1.6774524176,-1.7866741586
46.732999424,2.3639805598,-5.7241006512,nan,nan,4.4840468151,-3.7353078979,1.8063825726,-1.8108135453
46.766000896,2.5671167153,-5.6442793162,nan,nan,nan,nan,1.4383559136,-1.855562058
46.800001792,2.1518825524,-5.4621622836,nan,nan,nan,nan,1.2703729281,-2.015588689
46.832999168,2.4032969248,-5.6752922301,nan,nan,nan,nan,1.142873619,-1.8138793031
46.86600064,2.2917025827,-5.7547053894,nan,nan,nan,nan,0.6978021297,-1.8953678303
46.900001536,2.7298321326,-5.6256764949,nan,nan,nan,nan,1.2769061323,-1.6959560224
46.932998912,2.0543004341,-5.647404961,nan,nan,4.1681426119,-3.6070189613,0.7627648628,-1.8482517955
46.966000384,2.3689163476,-5.6849339788,nan,nan,nan,nan,2.0366052662,-2.0623082507
47.001000704,2.1883286913,-5.6857328865,nan,nan,4.1413437469,-3.5702906342,1.5069312929,-2.1612490441
47.032998656,2.2595042398,-5.6310617089,nan,nan,nan,nan,2.1867922133,-2.1608360977
47.065000704,2.4488124334,-5.6858600923,nan,nan,nan,nan,1.0503566059,-2.0701838356
47.100001024,2.5528291692,-5.7863972037,nan,nan,nan,nan,1.4819602113,-2.2593809149
47.1329984,1.9704649239,-5.7905304939,nan,nan,nan,nan,0.820316674,-2.1949113008
47.165000448,2.0355158314,-5.7748274502,nan,nan,4.4425778596,-3.7571596853,1.7032872135,-2.2292487306
47.200000768,2.2016511721,-5.8028581207,nan,nan,nan,nan,1.7175907435,-2.0481378289
47.236000512,2.2042478035,-5.7533590465,nan,nan,nan,nan,1.2092111021,-2.2890466097
47.265999616,2.5137510712,-5.6450961879,nan,nan,nan,nan,1.7526641604,-2.2020098006
47.300000512,2.5195199167,-5.8977504617,nan,nan,nan,nan,0.9646669278,-1.9982330491
47.335000832,2.1652208793,-5.8340683442,nan,nan,4.4699287123,-3.6587059541,1.7550825664,-2.2375449984
47.36599936,1.9119086978,-5.8891568768,nan,nan,nan,nan,1.8647867682,-2.2084109073
47.400000256,2.2249108305,-5.7405915433,nan,nan,nan,nan,1.1015425014,-2.0946006914
47.433001728,2.0071833705,-5.8463403304,nan,nan,nan,nan,1.3976935325,-2.2541638235
47.465999104,2.8112498001,-5.9029066061,nan,nan,nan,nan,2.4043915968,-2.1807691249
47.5,2.1720667328,-5.765716015,nan,nan,nan,nan,1.342937809,-2.1803394979
47.533001472,1.9406370056,-5.7405566948,nan,nan,nan,nan,1.5958346498,-2.3371160946
47.565998848,2.2668180452,-5.9471120066,4.0772618435,-4.5774284891,4.3404077337,-3.9986607699,1.8921219001,-2.5720583828
47.599999744,2.5558360642,-5.8693828519,nan,nan,nan,nan,1.6916568865,-2.4927108687
47.633001216,2.6551679809,-6.0126917643,nan,nan,nan,nan,1.6075720701,-2.2443276636
47.665998592,1.6290454464,-6.1450554831,nan,nan,nan,nan,1.6954666571,-2.4995200716
47.699999488,2.007702179,-5.991462041,4.4925283354,-4.6143309194,4.4972526541,-3.9127409131,1.1389591811,-2.363718365
47.73300096,2.0795601387,-5.9602915789,nan,nan,nan,nan,1.7875448364,-2.5536774149
47.765998336,2.1765167324,-5.8910172982,nan,nan,nan,nan,1.5796715348,-2.3686165062
47.798999808,2.0859154132,-5.9844626745,nan,nan,nan,nan,1.7291684517,-2.5204443097
47.833000704,1.9335032563,-6.1403530703,nan,nan,nan,nan,1.4864824883,-2.375215819
47.8670016,2.4526150408,-6.033574978,nan,nan,nan,nan,1.6916693391,-2.6037840737
47.899998976,2.1056969216,-5.9785168526,nan,nan,nan,nan,1.3611670739,-2.4457698744
47.933000448,2.0970097728,-6.1697587381,nan,nan,4.2410708525,-4.0991777124,1.7913243892,-2.4583625072
47.96600192,1.442687257,-5.871534711,nan,nan,4.4690051783,-4.0506277202,1.8543121716,-2.5398232193
47.99999872,1.8967083546,-6.1618144216,nan,nan,nan,nan,1.4087824068,-2.5983872705
48.033000192,1.883960106,-6.1731500474,nan,nan,nan,nan,1.230642604,-2.5437451907
48.066001664,1.9408824765,-6.0615813357,nan,nan,nan,nan,1.4738515288,-2.592602181
48.099998464,1.6493266959,-6.330347377,nan,nan,nan,nan,1.2091123756,-2.40284263
48.132999936,1.9629440752,-6.1889747332,nan,nan,nan,nan,1.6003838902,-2.6087381498
48.165001984,2.2440250263,-6.1375452217,nan,nan,nan,nan,1.9132336934,-2.705873403
48.199998208,2.0958768053,-6.1377012536,nan,nan,nan,nan,1.5516984574,-2.5286220075
48.23299968,2.0870179119,-5.9960796054,nan,nan,nan,nan,1.7290782062,-2.589086346
48.267000576,2.0946757911,-6.2045291161,nan,nan,nan,nan,1.7564130058,-2.6986141676
48.299997952,1.7955256943,-6.1265134605,nan,nan,nan,nan,1.867906858,-2.7669489659
48.332999424,1.6675518409,-6.2327680042,nan,nan,nan,nan,1.5741875584,-2.8253676295
48.366000896,2.3864815606,-6.2028744501,4.4407265326,-4.903669232,nan,nan,1.6746110563,-2.6079695301
48.400001792,2.0926588697,-6.1496130382,nan,nan,nan,nan,1.4936870253,-2.55686707
48.432999168,2.6278378598,-6.2024508147,nan,nan,4.4692994666,-4.0649273062,1.8482452435,-2.8103796036
48.465001216,1.7512039116,-6.0600123434,nan,nan,nan,nan,1.6621977262,-2.7901297488
48.500001536,1.7329615865,-6.2092940297,nan,nan,nan,nan,1.6899926613,-2.8726462357
48.532998912,1.8781899965,-6.1820573594,nan,nan,nan,nan,2.2851867339,-2.772035522
48.566000384,1.5096860205,-6.3780688437,nan,nan,nan,nan,1.9175028415,-2.7538426075
48.60000128,1.7685077158,-6.4200045649,nan,nan,nan,nan,1.2205361601,-2.8887712184
48.631999232,2.2621094321,-6.3488624598,nan,nan,nan,nan,1.7375395072,-2.8481705336
48.665000704,2.4436656062,-6.2314068735,nan,nan,nan,nan,1.3939901088,-2.7277767478
48.6990016,2.1026434662,-6.3464220945,nan,nan,nan,nan,1.8237545714,-2.8397313047
48.731998976,1.9914319104,-6.1015883052,nan,nan,nan,nan,1.5838950488,-3.0124003403
48.765999872,2.1066144505,-6.4444901543,nan,nan,nan,nan,1.6358193077,-2.7719800699
48.800000768,2.0645932377,-6.1821343078,nan,nan,nan,nan,1.2793271919,-2.940418179
48.832998144,1.1096164784,-6.5331813739,nan,nan,nan,nan,1.7997960027,-2.9971109026
48.865999616,1.7369801373,-6.44531259,nan,nan,nan,nan,1.766528869,-3.191850982
48.900000512,1.6059148112,-6.4177387893,nan,nan,nan,nan,1.75021755,-3.0601733735
48.933001984,2.3773828961,-6.4978043568,nan,nan,nan,nan,1.9594356557,-3.1465981596
48.96599936,2.3708598569,-6.3257593664,nan,nan,nan,nan,2.0219383266,-2.8321934238
48.998001408,2.0236214441,-6.5228641983,nan,nan,nan,nan,1.3815790343,-3.1169573307
49.031998208,2.1389497296,-6.5382217008,nan,nan,nan,nan,1.5316894299,-3.1073205318
49.065999104,1.6860097787,-6.2914947064,nan,nan,nan,nan,1.8069382481,-3.0719070953
49.099000576,1.503367591,-6.3564101056,nan,nan,nan,nan,2.1855089831,-2.9394143294
49.130998528,2.2364065419,-6.5087498368,nan,nan,nan,nan,2.1199095202,-2.9478844044
49.165998848,1.8745309846,-6.5940374542,nan,nan,nan,nan,2.2826595694,-2.9100253977
49.19900032,1.9915727121,-6.3956424403,nan,nan,nan,nan,1.9742568303,-3.0206155772
49.229998848,2.0056052324,-6.4222845886,nan,nan,nan,nan,1.9003367399,-3.0326466995
49.265998592,1.662492114,-6.6300233282,nan,nan,nan,nan,1.7282488442,-3.1536569717
49.299999488,1.6266517807,-6.6639233504,nan,nan,nan,nan,2.3787828269,-3.2186063521
49.33300096,1.6835862045,-6.4631641288,nan,nan,nan,nan,2.2584633913,-2.9438387255
49.365998336,1.9106383696,-6.7999117418,nan,nan,nan,nan,1.7551759406,-2.9378888183
49.398999808,2.0437024072,-6.5163797415,4.4113853581,-4.9986860155,nan,nan,1.7812758994,-2.784577693
49.433000704,1.3038743458,-6.5221287549,nan,nan,nan,nan,1.4855500989,-3.0133265315
49.46599808,1.6922920725,-6.5799701636,nan,nan,nan,nan,1.5878331904,-3.2299865345
49.499998976,1.9378828321,-6.6801687678,nan,nan,nan,nan,1.7765999004,-3.1892005397
49.533000448,1.6998789925,-6.5784154302,nan,nan,nan,nan,1.9371967107,-3.1676149885
49.56600192,1.4525003091,-6.5699438297,nan,nan,nan,nan,1.796382712,-3.287281486
49.598999296,1.5886223555,-6.6052790788,nan,nan,nan,nan,2.0771320244,-3.1301210812
49.633000192,1.8210892231,-6.5765664213,nan,nan,nan,nan,2.7071865385,-3.1268542416
49.666001664,2.2150652868,-6.6414049915,nan,nan,nan,nan,1.6825412479,-3.0521067668
49.699998464,1.4700894985,-6.6541745526,nan,nan,nan,nan,1.5655863144,-3.0206926704
